acousticness,danceability,duration,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,label
0.195,0.887,231733,0.682,0.0503,4,0.0623,22.205,1,0.0436,115.7,4,0.962,1
0.14,0.558,238027,0.718,0,5,0.301,24.309,0,0.0331,127.992,4,0.466,1
0.116,0.506,186320,0.919,0,5,0.349,26.048,1,0.0366,164.108,4,0.793,0
0.778,0.646,184480,0.314,0.00071,0,0.123,21.001,1,0.0345,149.97,4,0.457,1
0.721,0.691,270080,0.414,0.931,2,0.11,20.251,1,0.036,124.846,4,0.283,1
0.0148,0.697,276569,0.527,0,1,0.0912,22.042,1,0.08,132.895,4,0.132,0
0.823,0.33,321347,0.187,1.10E-05,0,0.0749,15.886,0,0.0339,80.298,4,0.194,1
0.729,0.401,292280,0.351,0,0,0.0702,17.403,1,0.0438,160.145,3,0.38,1
0.741,0.499,153320,0.604,5.60E-06,4,0.227,23.003,0,0.0514,125.55,4,0.243,1
0.0744,0.622,348760,0.598,0.000299,2,0.119,20.21,1,0.0296,131.183,4,0.719,1
0.00327,0.587,260253,0.828,0,11,0.331,24.892,1,0.161,123.907,4,0.494,1
0.00496,0.733,236093,0.899,4.72E-05,0,0.372,25.763,1,0.143,127.086,4,0.76,0
0.266,0.386,268427,0.538,7.18E-05,0,0.213,22.336,1,0.0403,166.49,4,0.258,1
0.01,0.469,193963,0.807,4.52E-05,9,0.15,21.901,1,0.0357,148.085,4,0.521,1
0.0117,0.83,204879,0.768,0.00017,11,0.0743,24.436,0,0.264,125.972,4,0.631,0
0.0469,0.311,208467,0.325,0,2,0.139,20.958,1,0.0283,65.09,1,0.668,1
0.367,0.564,213480,0.756,0,0,0.438,25.188,1,0.0723,154.007,4,0.658,1
0.99,0.379,235733,0.204,0.869,2,0.0572,10.457,1,0.0539,119.979,4,0.0603,1
0.000363,0.554,262893,0.699,3.56E-06,9,0.0819,24.212,1,0.0369,128.021,4,0.214,1
0.516,0.67,256800,0.379,0,8,0.131,18.745,1,0.869,148.068,4,0.555,1
0.267,0.703,220280,0.911,0.056,5,0.17,23.985,1,0.0275,127.974,4,0.949,1
0.862,0.49,189507,0.193,9.74E-06,11,0.113,20.456,1,0.0421,89.154,4,0.184,1
0.375,0.597,246027,0.606,0.404,3,0.151,19.965,1,0.0279,138.211,4,0.529,1
0.121,0.7,190302,0.872,7.08E-06,10,0.103,24.104,1,0.0666,125.03,4,0.761,1
2.80E-06,0.181,174196,0.948,0.771,0,0.875,26.894,1,0.0625,100.759,4,0.456,0
0.0117,0.838,245387,0.771,0,1,0.0853,26.209,1,0.244,175.957,4,0.405,0
0.85,0.525,190000,0.325,5.87E-05,9,0.0977,20.309,1,0.0302,125.018,3,0.543,1
0.00403,0.717,248560,0.621,0,11,0.144,22.412,0,0.0605,133.014,4,0.72,1
0.178,0.597,196245,0.695,0,10,0.531,26.54,0,0.226,79.994,4,0.544,0
0.0141,0.602,234333,0.81,7.66E-06,7,0.324,25.347,1,0.286,156.325,4,0.275,0
0.0341,0.554,210000,0.909,0.00235,9,0.189,26.959,1,0.244,79.616,4,0.917,0
0.451,0.671,283787,0.742,4.38E-06,10,0.101,25.232,0,0.368,89.835,4,0.767,0
0.976,0.233,390573,0.0198,0.112,2,0.0651,2.527,1,0.0427,96.966,4,0.0549,1
0.335,0.523,272133,0.633,1.31E-05,2,0.103,22.592,1,0.0324,123.631,4,0.245,1
0.183,0.531,196800,0.557,0,10,0.25,19.206,0,0.062,133.4,4,0.503,1
0.684,0.338,222853,0.346,0.0251,9,0.107,19.647,1,0.0319,158.308,3,0.375,1
0.0276,0.504,226387,0.647,0,7,0.152,24.129,1,0.0359,139.883,4,0.244,1
0.00016,0.605,157031,0.964,0.611,8,0.858,25.287,1,0.033,127.93,4,0.078,0
0.673,0.712,165732,0.361,0,1,0.11,22.802,1,0.0775,117.381,4,0.434,1
0.182,0.874,216248,0.706,0,1,0.334,24.868,1,0.207,89.968,4,0.895,0
0.734,0.57,213907,0.266,0,5,0.138,16.352,1,0.0358,133.962,4,0.294,1
0.24,0.588,227788,0.859,0.00615,7,0.125,22.446,1,0.0426,153.272,4,0.9,1
0.703,0.524,201360,0.598,0,7,0.144,21.085,1,0.0285,109.602,4,0.735,0
0.137,0.666,211931,0.948,0,10,0.192,27.224,1,0.0638,100.996,4,0.523,0
0.559,0.659,262667,0.364,0,11,0.129,20.826,1,0.0317,129.776,4,0.231,0
0.61,0.505,120400,0.441,0,9,0.725,20.092,1,0.0685,114.442,4,0.641,1
0.19,0.477,350827,0.773,1.01E-05,2,0.265,23.361,1,0.0267,85.189,4,0.566,1
0.829,0.584,139067,0.428,0.848,5,0.107,15.717,1,0.0293,111.57,4,0.593,1
0.467,0.651,200253,0.744,2.67E-05,2,0.309,23.059,1,0.0311,115.979,4,0.863,0
0.413,0.827,187250,0.419,0,10,0.115,19.671,0,0.112,119.974,4,0.227,0
0.991,0.526,223400,0.0423,0.909,2,0.109,6.242,1,0.0618,71.761,4,0.195,1
0.833,0.379,177333,0.41,0.555,9,0.0644,15.232,1,0.0408,78.519,4,0.72,1
0.0259,0.74,181307,0.899,5.92E-06,9,0.0373,25.539,1,0.0321,133.922,4,0.965,1
0.0322,0.489,237707,0.692,0.00608,1,0.315,23.328,1,0.41,96.946,4,0.527,0
0.0273,0.653,237813,0.676,0.0215,5,0.128,23.682,1,0.031,125.027,4,0.613,1
0.166,0.708,213440,0.666,0.000229,2,0.0929,22.958,1,0.0349,89.019,4,0.834,1
0.843,0.592,33840,0.18,0,5,0.131,14.85,1,0.353,182.25,3,0.346,0
0.00986,0.881,182627,0.774,0.0346,1,0.206,23.932,1,0.0439,112.968,4,0.759,0
0.52,0.923,226680,0.518,0.000142,5,0.104,23.992,1,0.0492,93.023,4,0.682,1
0.559,0.419,195800,0.372,0,5,0.0673,19.897,1,0.0589,170.366,3,0.789,0
0.0144,0.818,204957,0.769,0.000122,11,0.0767,24.239,0,0.271,125.944,4,0.622,0
0.44,0.399,192760,0.591,0.0616,6,0.446,21.208,0,0.052,79.892,3,0.175,0
0.377,0.594,170427,0.497,0,1,0.103,21.845,1,0.034,110.924,4,0.498,1
0.514,0.727,203733,0.323,0.00556,10,0.0593,15.666,1,0.0368,86.019,4,0.641,0
0.00287,0.709,156005,0.96,0.524,11,0.272,26.109,1,0.195,160.065,4,0.882,0
3.11E-05,0.444,202307,0.995,2.03E-06,7,0.19,27.903,1,0.171,79.999,5,0.285,0
0.00587,0.825,220627,0.832,0.000789,5,0.114,24.147,0,0.0403,122.021,4,0.713,1
0.741,0.739,249920,0.249,0.728,0,0.122,19.352,0,0.0478,130.818,4,0.474,1
0.166,0.708,213440,0.666,0.000229,2,0.0929,22.958,1,0.0349,89.019,4,0.834,1
0.161,0.623,181427,0.624,0.0149,9,0.278,24.136,1,0.0757,87.02,4,0.554,0
0.0236,0.884,232959,0.559,0,0,0.101,22.558,1,0.12,97.994,4,0.342,0
0.477,0.668,205280,0.449,0,0,0.107,22.103,1,0.0451,129.889,4,0.154,1
0.0973,0.84,202200,0.707,0,9,0.27,23.043,1,0.0514,129.532,4,0.697,0
0.534,0.612,228227,0.599,0,8,0.627,22.071,1,0.0362,104.577,4,0.845,0
0.00854,0.893,170638,0.48,0,1,0.116,26.272,0,0.356,86.976,4,0.382,0
0.715,0.531,326320,0.546,5.92E-06,9,0.308,22.022,1,0.0332,84.286,4,0.392,1
0.0112,0.575,175640,0.939,0,2,0.204,26.859,0,0.0392,111.983,4,0.751,1
0.878,0.135,483667,0.00925,0.788,0,0.0604,1.159,1,0.0405,69.321,3,0.0388,1
0.723,0.76,160840,0.644,0,7,0.105,22.467,1,0.0439,117.875,4,0.633,1
0.118,0.449,188000,0.799,6.26E-05,9,0.238,26.533,1,0.0694,136.304,4,0.206,1
0.356,0.367,278680,0.441,0.000117,2,0.261,20.778,1,0.0326,112.962,3,0.456,1
0.743,0.692,266200,0.466,0.109,0,0.1,19.259,1,0.0292,114.999,4,0.561,1
0.856,0.593,193480,0.534,0,10,0.0881,19.812,1,0.116,124.606,5,0.954,1
0.276,0.568,210053,0.654,8.12E-06,8,0.321,22.397,1,0.567,76.987,4,0.322,0
0.00205,0.603,185753,0.972,0.687,11,0.124,24.987,0,0.0415,145.997,4,0.388,0
0.0404,0.424,190000,0.471,0,8,0.0761,17.428,1,0.106,106.427,3,0.247,0
0.0022,0.675,158555,0.992,0.221,7,0.387,29.467,0,0.0605,128.034,4,0.483,0
0.22,0.877,215547,0.537,0.000642,8,0.118,23.965,1,0.0531,118.954,4,0.813,1
0.639,0.686,212293,0.372,0,3,0.132,18.039,1,0.0358,122.953,4,0.307,1
0.687,0.341,181400,0.975,0.904,0,0.352,25.967,1,0.0933,146.976,3,0.446,1
0.41,0.853,175357,0.528,0,11,0.0626,21.868,0,0.411,136.983,4,0.842,1
0.0203,0.378,372707,0.691,0,10,0.4,24.692,0,0.461,75.162,4,0.226,0
0.147,0.744,141177,0.836,0.000137,2,0.11,19.859,1,0.366,179.878,4,0.206,1
0.953,0.237,203893,0.158,0.000223,6,0.692,15.795,1,0.0337,100.122,3,0.0439,1
0.000204,0.564,233053,0.945,1.26E-05,7,0.228,26.467,1,0.0906,94.969,4,0.634,1
0.00583,0.533,209613,0.753,0.00556,0,0.103,24.401,1,0.0361,137.959,4,0.328,1
0.893,0.25,211733,0.144,0,7,0.296,17.065,1,0.041,175.22,3,0.243,1
0.333,0.63,216200,0.455,3.59E-06,5,0.127,20.71,1,0.0292,139.931,4,0.199,1
0.982,0.322,276573,0.0549,0.851,9,0.0607,5.972,0,0.0433,64.128,4,0.149,1
0.000378,0.788,270545,0.696,0.087,7,0.0754,25.488,1,0.0417,109.981,4,0.259,0
0.47,0.715,198587,0.456,4.72E-05,2,0.281,15.106,1,0.036,126.185,4,0.75,1
0.00559,0.599,233680,0.902,0.00324,2,0.136,23.625,1,0.0373,152.037,4,0.483,1
0.983,0.44,142453,0.147,6.00E-05,2,0.0914,18.066,1,0.0515,87.517,4,0.316,1
0.594,0.76,297040,0.775,2.75E-05,10,0.109,16.041,0,0.364,175.415,4,0.598,0
0.684,0.687,123053,0.493,0,0,0.448,19.559,1,0.794,110.298,4,0.922,0
0.00311,0.828,131877,0.642,4.84E-05,0,0.295,22.142,1,0.0935,144.946,4,0.8,1
0.03,0.638,174250,0.626,0.0106,6,0.156,20.679,0,0.159,120.054,5,0.113,0
0.00582,0.686,263467,0.836,0,8,0.206,24.189,1,0.134,81.969,4,0.416,0
0.665,0.4,156987,0.531,0,7,0.151,23.037,0,0.0383,80.466,4,0.441,1
0.0318,0.657,215747,0.83,3.91E-05,8,0.122,24.826,1,0.0248,118.026,4,0.653,1
0.741,0.47,146600,0.543,0,10,0.133,22.244,0,0.0372,125.792,5,0.513,1
0.941,0.31,156893,0.0276,0.204,0,0.163,1.45,0,0.0483,171.437,3,0.247,1
0.000175,0.374,333827,0.943,0.000156,6,0.125,25.892,0,0.0556,112.084,4,0.338,0
0.895,0.194,251973,0.19,1.34E-06,1,0.122,17.297,1,0.0354,85.93,3,0.127,1
0.586,0.565,238933,0.461,0,0,0.162,22.727,1,0.141,157.894,4,0.199,1
0.753,0.604,223280,0.457,0,5,0.124,23.058,0,0.0304,136.968,4,0.306,1
0.668,0.552,250305,0.298,0,7,0.1,16.741,1,0.0382,122.305,4,0.247,0
0.271,0.745,185067,0.839,1.89E-05,2,0.0985,24.595,1,0.0532,104.023,4,0.807,1
0.279,0.613,172440,0.848,0,8,0.0762,23.028,1,0.0357,132.049,4,0.729,0
0.275,0.531,267867,0.925,2.48E-06,9,0.905,23.554,1,0.22,112.092,4,0.626,1
0.993,0.581,215000,0.233,0.872,9,0.0737,12.021,1,0.046,129.506,4,0.888,1
0.00249,0.646,236133,0.77,0,2,0.0715,23.404,0,0.226,99.165,4,0.681,0
0.924,0.472,258293,0.385,0.784,0,0.0902,21.453,1,0.0426,139.736,3,0.439,1
0.115,0.757,210150,0.64,0,1,0.103,25.542,1,0.401,129.971,4,0.397,0
0.586,0.565,238933,0.461,0,0,0.162,22.727,1,0.141,157.894,4,0.199,1
0.575,0.674,374547,0.576,0,1,0.0875,20.063,1,0.426,115.625,4,0.494,1
0.0254,0.541,205200,0.854,0.000125,2,0.651,23.804,1,0.155,86.044,4,0.454,0
0.397,0.736,229383,0.745,0,9,0.211,25.181,0,0.206,59.896,4,0.784,0
0.874,0.614,272707,0.297,0,0,0.326,19.283,1,0.104,145.268,4,0.81,1
0.57,0.665,230867,0.446,0.000669,1,0.082,18.116,1,0.0439,141.94,4,0.172,1
0.852,0.375,246640,0.199,0,2,0.0897,19.573,1,0.0362,107.161,3,0.222,1
0.000402,0.364,305840,0.841,0,8,0.242,25.169,1,0.119,100.14,5,0.0837,0
0.136,0.435,185440,0.456,1.62E-06,6,0.124,19.695,1,0.0279,107.529,4,0.529,1
0.000707,0.365,248587,0.751,0,2,0.318,24.571,1,0.304,79.119,4,0.604,0
0.142,0.768,247040,0.768,0,0,0.0664,23.301,1,0.253,136.943,4,0.465,0
0.311,0.52,223200,0.84,0.879,2,0.0698,20.857,1,0.0287,164.982,4,0.603,1
0.548,0.621,249027,0.59,0,2,0.269,20.969,1,0.0304,110.049,4,0.557,0
0.00574,0.579,391376,0.508,0.000494,2,0.0575,20.516,1,0.027,147.125,4,0.609,1
0.0321,0.758,160827,0.71,4.88E-06,7,0.332,24.675,1,0.0315,124.069,4,0.961,0
0.293,0.541,225867,0.773,0.000172,2,0.188,24.55,1,0.0812,144.011,4,0.548,1
0.00543,0.771,230200,0.685,0.00157,1,0.0537,25.361,1,0.0567,88.997,4,0.683,0
0.105,0.566,162040,0.739,0,9,0.248,22.978,0,0.0333,152.076,4,0.664,1
0.189,0.844,206027,0.79,0.0205,4,0.0774,24.305,1,0.0321,138.852,4,0.968,1
0.0659,0.456,240333,0.873,0,2,0.162,24.583,1,0.287,172.074,4,0.46,0
0.0205,0.622,208213,0.787,0,9,0.108,24.088,1,0.0483,100.308,4,0.772,1
0.11,0.671,191600,0.314,0,5,0.0825,21.909,0,0.244,110.898,4,0.296,0
0.0155,0.477,276720,0.776,0.00314,1,0.203,24.944,1,0.0349,131.004,4,0.429,1
0.669,0.646,283423,0.916,4.18E-05,9,0.0987,25.885,0,0.206,180.068,3,0.463,0
0.733,0.704,81760,0.745,0,1,0.261,24.357,0,0.142,133.971,3,0.654,1
0.962,0.504,218267,0.0241,0.784,2,0.162,11.159,1,0.0361,124.644,4,0.115,1
0.99,0.401,283213,0.14,0.929,0,0.078,7.304,1,0.0338,130.037,4,0.326,1
0.822,0.149,293120,0.206,0.000649,3,0.115,16.112,1,0.0323,79.764,4,0.264,1
0.977,0.35,261107,0.0652,0.252,3,0.219,7.193,1,0.0431,144.171,1,0.144,1
0.132,0.919,220240,0.506,0,1,0.0771,22.86,1,0.304,97.465,4,0.273,0
0.0012,0.605,200787,0.92,0.000596,4,0.483,27.702,0,0.0713,174.974,4,0.219,0
0.441,0.737,111422,0.516,3.47E-05,2,0.122,21.977,1,0.0411,117.027,4,0.532,1
0.033,0.775,191496,0.872,0.0579,6,0.298,25.806,1,0.0469,122.994,4,0.379,1
0.509,0.72,260893,0.911,0.000216,11,0.107,24.075,1,0.0336,133.152,4,0.967,1
0.00503,0.55,181200,0.989,0.866,1,0.487,26.379,0,0.067,150.035,4,0.526,0
0.129,0.772,237573,0.504,0,6,0.125,21.781,0,0.0761,140.035,4,0.244,0
0.0246,0.371,262080,0.823,0,7,0.0894,23.234,1,0.0568,188.055,4,0.471,0
0.0183,0.875,179512,0.835,0.00281,2,0.336,26.374,1,0.0499,123.054,4,0.287,0
0.064,0.599,198653,0.635,0,1,0.0878,21.899,1,0.0679,109.919,4,0.194,0
0.954,0.437,181053,0.285,0.0679,0,0.113,19.317,1,0.0324,87.91,4,0.265,1
0.118,0.563,188227,0.832,0,0,0.321,23.796,0,0.112,161.918,4,0.607,1
0.991,0.557,223320,0.135,0.913,0,0.124,9.243,1,0.0427,104.083,4,0.407,1
0.994,0.45,199493,0.0153,0.919,2,0.063,4.743,1,0.0552,81.327,4,0.226,1
0.000234,0.71,185560,0.799,0,0,0.527,25.124,1,0.121,83.029,4,0.423,0
0.147,0.573,254200,0.627,1.67E-06,8,0.111,22.98,1,0.431,170.1,4,0.29,0
0.52,0.923,226680,0.518,0.000142,5,0.104,23.992,1,0.0492,93.023,4,0.682,1
0.0478,0.878,199753,0.588,0,11,0.0724,22.647,0,0.196,114.984,4,0.475,1
0.00016,0.52,255000,0.953,0.651,0,0.354,25.473,1,0.0548,127.968,4,0.573,0
0.0384,0.841,195474,0.729,0,6,0.276,26.953,0,0.239,132.073,4,0.444,0
0.00214,0.276,240667,0.982,5.39E-06,4,0.288,25.885,0,0.188,103.925,3,0.317,0
0.214,0.791,156033,0.542,1.90E-06,5,0.0918,20.886,0,0.0969,100.027,4,0.0357,1
0.624,0.477,225109,0.523,0,0,0.126,22.972,1,0.0442,163.921,4,0.302,1
0.508,0.854,167787,0.305,0,0,0.0931,19.277,1,0.149,116.819,4,0.754,1
0.531,0.719,115139,0.84,0,1,0.637,21.821,1,0.119,129.914,4,0.827,1
0.0785,0.868,214627,0.936,0,1,0.0948,25.2,1,0.185,127.977,4,0.454,0
0.0152,0.534,280533,0.794,0.0137,0,0.0932,22.358,0,0.0369,149.005,4,0.322,1
0.764,0.571,263413,0.479,0.00945,7,0.167,22.268,1,0.0257,111.966,4,0.312,1
0.714,0.332,182640,0.527,0,2,0.249,23.212,0,0.0452,77.312,4,0.367,1
0.11,0.895,186027,0.885,4.04E-05,0,0.106,25.818,1,0.268,134.973,4,0.633,0
0.313,0.711,296800,0.292,0,4,0.131,14.477,0,0.037,103.951,4,0.194,1
0.314,0.799,235040,0.621,0,7,0.153,25.008,1,0.0599,128.002,4,0.747,1
0.0946,0.696,592000,0.64,0,4,0.101,22.529,0,0.284,76.318,4,0.212,0
0.27,0.573,207067,0.551,0.000194,9,0.0854,20.912,1,0.0259,88.485,4,0.427,1
0.241,0.441,226829,0.752,0,11,0.408,23.024,0,0.57,163.987,4,0.409,0
0.0399,0.546,241920,0.733,1.11E-06,2,0.235,22.927,1,0.0299,107.285,4,0.91,1
0.00587,0.825,220627,0.832,0.000789,5,0.114,24.147,0,0.0403,122.021,4,0.713,1
0.84,0.372,230027,0.199,0,10,0.132,19.936,0,0.037,79.689,3,0.247,1
0.319,0.328,213880,0.607,0,2,0.765,18.924,1,0.0315,146.539,3,0.395,1
0.0682,0.602,245053,0.796,0.12,0,0.15,26.343,0,0.103,126.06,4,0.265,1
0.162,0.729,193440,0.844,4.22E-05,7,0.0877,24.418,1,0.0357,135.661,4,0.973,1
0.432,0.66,340867,0.629,7.30E-05,5,0.172,17.641,1,0.0387,111.926,4,0.324,1
0.514,0.573,293107,0.387,1.17E-06,4,0.117,17.267,0,0.0388,84.236,3,0.394,1
0.632,0.496,233213,0.544,0,9,0.123,19.678,1,0.0392,134.916,3,0.432,1
0.0283,0.522,191093,0.526,0.000376,0,0.131,21.21,1,0.0354,203.669,4,0.53,1
0.712,0.685,189830,0.566,0,8,0.138,22.024,1,0.0729,134.712,4,0.606,1
0.768,0.576,168987,0.376,3.03E-05,10,0.0986,16.175,1,0.139,112.091,3,0.513,1
0.237,0.696,323787,0.315,4.06E-05,11,0.131,14.933,0,0.0318,112.998,4,0.224,1
0.877,0.697,207893,0.0933,0,2,0.113,15.713,1,0.0447,118.818,4,0.213,1
0.192,0.714,207019,0.614,0,4,0.263,23.065,1,0.0319,123.969,4,0.582,1
0.37,0.916,196000,0.804,1.18E-05,0,0.0812,26.594,1,0.049,120.028,4,0.538,0
0.0194,0.719,242960,0.897,8.94E-05,6,0.0675,26.177,1,0.0415,99.687,4,0.837,0
0.816,0.273,238533,0.0947,0.762,2,0.12,10.535,1,0.0436,132.675,3,0.125,1
0.633,0.601,132977,0.302,0,4,0.108,17.496,1,0.0283,139.93,4,0.355,1
0.0335,0.818,261133,0.653,5.46E-06,1,0.22,21.604,1,0.204,99.931,4,0.533,0
0.0717,0.609,199827,0.737,0,1,0.0575,24.412,1,0.422,130.106,4,0.286,0
0.00225,0.666,271209,0.917,2.50E-05,0,0.302,24.209,1,0.0791,122.035,4,0.592,1
0.952,0.21,411520,0.0381,0.00973,9,0.0787,4.665,1,0.0475,84.434,4,0.0546,1
0.615,0.499,361613,0.603,0,7,0.208,19.978,1,0.335,128.317,4,0.417,1
0.00686,0.764,212707,0.906,0,7,0.257,23.959,0,0.0523,128.043,4,0.575,1
0.194,0.769,201200,0.764,0,11,0.136,26.478,0,0.175,89.991,4,0.592,0
0.392,0.67,127507,0.612,7.56E-05,3,0.127,23.47,1,0.0273,134.983,4,0.505,1
0.306,0.674,177627,0.868,6.71E-05,0,0.218,24.887,1,0.0333,126.021,4,0.408,0
0.296,0.481,243893,0.673,0,11,0.134,21.621,0,0.315,142.702,4,0.423,1
0.464,0.524,203253,0.634,1.02E-05,7,0.0827,20.754,1,0.0296,156.197,4,0.549,0
0.746,0.486,247227,0.513,0.00213,0,0.113,20.603,1,0.0349,129.131,4,0.394,1
0.107,0.703,213708,0.867,0,6,0.119,25.708,1,0.0453,128.008,4,0.546,1
0.0993,0.664,215560,0.841,0,5,0.122,23.061,0,0.162,119.978,4,0.881,0
0.859,0.373,268000,0.0979,0,1,0.0554,10.615,1,0.0484,148.563,4,0.173,1
0.981,0.183,482333,0.0156,0.225,6,0.0676,7.062,0,0.0484,85.13,3,0.04,1
0.145,0.474,216927,0.537,0,9,0.0892,22.075,0,0.0294,180.017,4,0.294,1
0.0876,0.77,221749,0.83,2.32E-06,0,0.0566,26.025,0,0.307,140.071,4,0.506,0
0.162,0.71,309173,0.784,0.000623,0,0.194,23.135,1,0.0416,126.656,4,0.901,1
0.047,0.507,263827,0.752,0,4,0.219,25.188,0,0.0356,133.001,4,0.209,1
0.305,0.82,174775,0.721,0.00237,10,0.107,21.483,0,0.326,126.717,5,0.658,0
0.0706,0.909,86716,0.487,0,1,0.0812,22.182,0,0.0458,104.92,4,0.208,1
0.324,0.561,204333,0.446,0,11,0.158,19.763,1,0.0278,114.829,4,0.557,0
0.76,0.847,180062,0.434,8.89E-06,10,0.156,17.534,0,0.275,140.005,4,0.44,0
0.706,0.249,208147,0.564,0.369,4,0.364,23.424,0,0.101,78.576,4,0.335,1
0.574,0.454,294720,0.788,0.000766,6,0.0859,23.252,1,0.0371,126.15,4,0.52,1
0.189,0.759,202000,0.917,0,0,0.616,25.977,1,0.055,126.027,4,0.961,0
0.763,0.438,221653,0.319,0,0,0.0767,19.423,1,0.049,133.433,4,0.216,1
0.0152,0.591,245741,0.585,0.023,6,0.0584,19.703,0,0.0315,130.076,4,0.372,1
0.842,0.64,254491,0.352,1.74E-06,11,0.246,22.445,0,0.0273,107.769,4,0.588,1
0.373,0.653,174785,0.66,0,6,0.684,25.034,1,0.0511,87.958,4,0.677,1
0.000146,0.774,181400,0.431,1.99E-05,1,0.112,21.593,1,0.346,201.843,4,0.353,0
0.0267,0.626,160184,0.8,0.000138,1,0.0623,26.012,0,0.035,127.966,4,0.258,1
0.05,0.761,215107,0.838,0,8,0.113,25.344,1,0.227,109.961,4,0.805,0
0.91,0.649,108027,0.29,0,5,0.355,20.5,1,0.0781,86.345,3,0.701,0
0.881,0.276,259307,0.0652,0,9,0.102,17.096,1,0.036,55.747,4,0.0987,1
0.0988,0.796,173000,0.948,0.00668,11,0.221,23.668,1,0.122,118.011,4,0.599,0
0.994,0.351,124760,0.137,0.0646,10,0.171,0.399,1,0.0693,78.375,4,0.543,1
0.448,0.72,198587,0.466,4.62E-05,2,0.282,15.167,1,0.0361,126.199,4,0.778,1
0.0264,0.733,231480,0.907,1.13E-06,4,0.1,25.998,0,0.158,96.053,4,0.661,0
0.0016,0.638,181880,0.679,0.00655,4,0.121,24.722,1,0.0425,81.045,4,0.596,0
0.834,0.488,151707,0.222,0.773,2,0.0781,9.847,1,0.044,140.799,4,0.701,1
0.137,0.666,211931,0.948,0,10,0.192,27.224,1,0.0638,100.996,4,0.523,0
